Date,Account,Transaction Type,Category,Sub-Category,Quickbooks Category,Description, Amount ,Status,Notes,Ben Review
10/11/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,NYCDOT PARKING METERS,($13.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/11/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,AMAZON MKTPL*NF8J34GJ2,($43.29),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/10/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,NYCDOT PARKING METERS,($13.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/7/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,AMAZON MKTPL*NF0KC1P60,($84.36),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/7/25,Winslow - CC *8053,CC Payment,CC Payment,CC Payment,Not Included,AUTOMATIC PAYMENT - THANK,"$3,984.42 ",Red,Operating expense  check supporting document; validate correct P&L classification.,
10/6/25,Winslow - CC *8053,Electronic Withdrawal,Cost of Goods Sold,Supplies & Packaging Expense,Not Included,SQ *SALES@SUPPLY1PARTS.CO,($499.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/6/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,NYCDOT PARKING METERS,($13.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/5/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,GOOGLE *Google One,($3.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/1/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,GOOGLE *YouTube TV,($82.99),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/1/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,AMAZON MKTPL*NJ2AF8522,($58.40),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/1/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,TAGVENUE.COM,($30.01),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/1/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,YELP INC 412-235-4324,($271.10),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/1/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Internet/Phone/TV,Not Included,Spectrum,($229.97),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/1/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Software,Not Included,INTUIT *QBooks Live,($140.66),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/28/25,Winslow - CC *8053,Electronic Withdrawal,Cost of Goods Sold,Supplies & Packaging Expense,Not Included,SP RESTAURANT SUPPLY,"($3,459.96)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/27/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,NYCDOT PARKING METERS,($13.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/27/25,Winslow - CC *8053,Electronic Withdrawal,Fixed Expense,Insurance,Not Included,IPFS Corporation,"($3,753.16)",Amber,Fixed recurring expense  ensure proper invoice and coding.,Y
9/27/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Other Expense,Not Included,EXTRA SPACE 0331,($209.32),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/26/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,AMAZON MKTPL*NJ9X23GS1,($51.95),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/25/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Software,Not Included,Spotify USA,($11.99),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/25/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,PADDLE.NET* APPCHATBOT,($59.99),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/22/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,Amazon.com*OC64Z9FX3,($21.48),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/22/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Other Expense,Not Included,GLF*AGCDYKER,"($2,640.00)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/20/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Other Expense,Not Included,STAPLES       00109538,($62.37),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/20/25,Winslow - CC *8053,Electronic Withdrawal,Cost of Goods Sold,Supplies & Packaging Expense,Not Included,RESTAURANT DEPOT,($329.90),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/19/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Other Expense,Not Included,DUANE READE #14265,($31.20),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/19/25,Winslow - CC *8053,Electronic Withdrawal,Fixed Expense,Insurance,Not Included,IPFS Corporation,"($3,753.16)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/17/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Other Expense,Not Included,APEX TOURS INC,($416.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/16/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,NYCDOT PARKING METERS,($13.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/15/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,DOF PARKING SERVICE FEE,($4.50),Amber,Operating fee  confirm accuracy and classification; monitor for recurring amounts.,Y
9/15/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,DOF PARKING OPERATIONS,($225.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/15/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,DOF PARKING SERVICE FEE,($1.30),Amber,Operating fee  confirm accuracy and classification; monitor for recurring amounts.,Y
9/15/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,DOF PARKING OPERATIONS,($65.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/15/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,NYCDOT PARKING METERS,($13.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/14/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Internet/Phone/TV,Not Included,SPI*DIRECTV SERVICE,($499.99),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/9/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,NYCDOT PARKING METERS,($13.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/8/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,Amazon.com*GJ82A6B53,($13.78),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/7/25,Winslow - CC *8053,CC Payment,CC Payment,CC Payment,Not Included,AUTOMATIC PAYMENT - THANK,"$7,829.66 ",Red,Operating expense  check supporting document; validate correct P&L classification.,
9/6/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,AMAZON MKTPL*LV3OU0JI3,($27.21),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/6/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,AMAZON MKTPL*6535G1SI3,($9.67),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/6/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,AMAZON MKTPL*ER3CY6M33,($21.72),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/6/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,AMAZON MKTPL*P03WV4ES3,($60.64),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/6/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,IN *PRESTIGIOUS MAINTENAN,($744.91),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/5/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,GOOGLE *Google One,($3.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/1/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Internet/Phone/TV,Not Included,GOOGLE *YouTube TV,($82.99),Amber,Operating expense  check supporting document; validate correct P&L classification.,
9/1/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,YELP INC 412-235-4324,($271.10),Amber,Operating expense  check supporting document; validate correct P&L classification.,
9/1/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Software,Not Included,INTUIT *QBooks Live,($140.66),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/31/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Internet/Phone/TV,Not Included,Spectrum,($229.97),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/27/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Other Expense,Not Included,EXTRA SPACE 0331,($209.32),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/25/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Software,Not Included,Spotify USA,($11.99),Amber,Fixed recurring expense  ensure proper invoice and coding.,
8/25/25,Winslow - CC *8053,Electronic Withdrawal,Cost of Goods Sold,Beverage Expense,Not Included,SQ *TENMILE DISTILLERY,($643.92),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/22/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Other Expense,Not Included,3RD AVE DOLLAR & MORE,($12.49),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/18/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,NYCDOT PARKING METERS,($13.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/16/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,AMAZON MKTPL*3M6ZZ4JM3,($48.97),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/16/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,NYCDOT PARKING METERS,($13.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/16/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Other Expense,Not Included,THE WINSLOW,($117.89),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/14/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Internet/Phone/TV,Not Included,SPI*DIRECTV SERVICE,($499.99),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/13/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,TAGVENUE.COM,($92.20),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/12/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Other Expense,Not Included,CUPSOUL CAFE,($36.18),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/12/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Repairs & Maintenance,Not Included,CBG JANOVIC,($90.29),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/11/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,NYCDOT PARKING METERS,($13.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/8/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Internet/Phone/TV,Not Included,GOOGLE *YouTube TV,($378.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/8/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,NYCDOT PARKING METERS,($13.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/7/25,Winslow - CC *8053,CC Payment,CC Payment,CC Payment,Not Included,AUTOMATIC PAYMENT - THANK,"$2,548.12 ",Red,Operating expense  check supporting document; validate correct P&L classification.,
8/6/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Taxes & Licenses,Not Included,DOHMH LIC/PRM SERFEE-WEB,($5.60),Amber,Operating fee  confirm accuracy and classification; monitor for recurring amounts.,
8/6/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Taxes & Licenses,Not Included,NYC DOHMH LIC/PRMT (WEB),($280.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/6/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Other Expense,Not Included,THE WINSLOW,($76.35),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/5/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,GOOGLE *Google One,($3.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/5/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,NYCDOT PARKING METERS,($13.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/4/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,AMAZON MKTPL*5S8A01SA3,($59.87),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/3/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,AMAZON MKTPL*KS0ZJ9B93,($17.26),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/2/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,TAGVENUE.COM,($63.50),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/1/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Internet/Phone/TV,Not Included,GOOGLE *YouTube TV,($82.99),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/1/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,YELP INC 412-235-4324,($271.10),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/1/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Software,Not Included,INTUIT *QBooks Live,($140.66),Amber,Fixed recurring expense  ensure proper invoice and coding.,
10/28/25,Winslow - CC *4239,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Not Included,BALTHAZAR BAKERY,($44.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,
10/21/25,Winslow - CC *4239,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Not Included,BALTHAZAR BAKERY,($152.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,
10/21/25,Winslow - CC *4239,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,DENVER DIGITAL AGENCY,($320.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,
10/14/25,Winslow - CC *4239,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Not Included,BALTHAZAR BAKERY,($154.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,
10/7/25,Winslow - CC *4239,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Not Included,BALTHAZAR BAKERY,($44.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,
9/30/25,Winslow - CC *4239,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Not Included,BALTHAZAR BAKERY,($44.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,
9/23/25,Winslow - CC *4239,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Not Included,BALTHAZAR BAKERY,($110.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,
9/21/25,Winslow - CC *4239,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,DENVER DIGITAL AGENCY,($320.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,
9/16/25,Winslow - CC *4239,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Not Included,BALTHAZAR BAKERY,($166.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,
9/13/25,Winslow - CC *4239,Electronic Withdrawal,Other Expense,Internet/Phone/TV,Not Included,ESPN,($119.99),Amber,Operating expense  check supporting document; validate correct P&L classification.,
9/9/25,Winslow - CC *4239,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Not Included,BALTHAZAR BAKERY,($44.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,
9/2/25,Winslow - CC *4239,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Not Included,BALTHAZAR BAKERY,($250.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/26/25,Winslow - CC *4239,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Not Included,BALTHAZAR BAKERY,($44.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/21/25,Winslow - CC *4239,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,DENVER DIGITAL AGENCY,($320.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/19/25,Winslow - CC *4239,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Not Included,BALTHAZAR BAKERY,($44.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/12/25,Winslow - CC *4239,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Not Included,BALTHAZAR BAKERY,($44.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,
8/5/25,Winslow - CC *4239,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Not Included,BALTHAZAR BAKERY,($82.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,
